INSERT INTO Course (CourseId, Department, Faculty, University) VALUES
(3511, 'Physics', 'Science', 'MacEwan University'),
(3512, 'Biology', 'Science', 'NAIT'),
(3513, 'Law', 'Law', 'SAIT'),
(3514, 'English', 'Arts', 'Mount Royal University'),
(3515, 'Physics', 'Science', 'SAIT'),
(3516, 'Chemistry', 'Science', 'University of Calgary'),
(3517, 'Law', 'Law', 'SAIT'),
(3518, 'Fine Arts', 'Arts', 'University of Calgary'),
(3519, 'Psychology', 'Science', 'MacEwan University'),
(3520, 'Accounting', 'Business', 'SAIT'),
(3521, 'Film', 'Arts', 'MacEwan University'),
(3522, 'Biology', 'Science', 'University of Calgary'),
(3523, 'Economics', 'Business', 'SAIT'),
(3524, 'Economics', 'Business', 'University of Alberta'),
(3525, 'Music', 'Arts', 'University of Calgary'),
(3526, 'History', 'Arts', 'Athabasca University'),
(3527, 'Film', 'Arts', 'Athabasca University'),
(3528, 'English', 'Arts', 'Bow Valley University'),
(3529, 'Economics', 'Business', 'Athabasca University'),
(3530, 'Drama', 'Arts', 'NorQuest College'),
(3531, 'Economics', 'Business', 'Athabasca University'),
(3532, 'Music', 'Arts', 'MacEwan University'),
(3533, 'Accounting', 'Business', 'University of Calgary'),
(3534, 'Accounting', 'Business', 'University of Calgary'),
(3535, 'Biology', 'Science', 'Mount Royal University'),
(3536, 'History', 'Arts', 'Bow Valley University'),
(3537, 'English', 'Arts', 'Athabasca University'),
(3538, 'Film', 'Arts', 'NorQuest College'),
(3539, 'Biology', 'Science', 'SAIT'),
(3540, 'Psychology', 'Science', 'NAIT'),
(3541, 'Math', 'Science', 'Mount Royal University'),
(3542, 'Psychology', 'Science', 'Athabasca University'),
(3543, 'Film', 'Arts', 'Mount Royal University'),
(3544, 'Accounting', 'Business', 'SAIT'),
(3545, 'Drama', 'Arts', 'Mount Royal University'),
(3546, 'Math', 'Science', 'NorQuest College'),
(3547, 'Computer Science', 'Science', 'Athabasca University'),
(3548, 'English', 'Arts', 'University of Alberta'),
(3549, 'Accounting', 'Business', 'University of Alberta'),
(3550, 'Economics', 'Business', 'University of Calgary'),
(3551, 'Economics', 'Business', 'University of Calgary'),
(3552, 'Music', 'Arts', 'SAIT'),
(3553, 'Music', 'Arts', 'Bow Valley University'),
(3554, 'Accounting', 'Business', 'SAIT'),
(3555, 'Economics', 'Business', 'University of Calgary'),
(3556, 'Psychology', 'Science', 'MacEwan University'),
(3557, 'Law', 'Law', 'SAIT'),
(3558, 'Law', 'Law', 'University of Calgary'),
(3559, 'Psychology', 'Science', 'Mount Royal University'),
(3560, 'English', 'Arts', 'NAIT'),
(3561, 'Finance', 'Business', 'University of Alberta'),
(3562, 'Biology', 'Science', 'NorQuest College'),
(3563, 'Biology', 'Science', 'SAIT'),
(3564, 'Physics', 'Science', 'SAIT'),
(3565, 'Math', 'Science', 'University of Calgary'),
(3566, 'Physics', 'Science', 'Bow Valley University'),
(3567, 'Law', 'Law', 'University of Calgary'),
(3568, 'Accounting', 'Business', 'SAIT'),
(3569, 'History', 'Arts', 'Athabasca University'),
(3570, 'History', 'Arts', 'NorQuest College'),
(3571, 'Law', 'Law', 'University of Alberta'),
(3572, 'Chemistry', 'Science', 'Mount Royal University'),
(3573, 'Finance', 'Business', 'NAIT'),
(3574, 'Drama', 'Arts', 'NAIT'),
(3575, 'Psychology', 'Science', 'NAIT'),
(3576, 'Law', 'Law', 'University of Alberta'),
(3577, 'History', 'Arts', 'MacEwan University'),
(3578, 'English', 'Arts', 'NAIT'),
(3579, 'Law', 'Law', 'SAIT'),
(3580, 'Biology', 'Science', 'NAIT'),
(3581, 'Drama', 'Arts', 'SAIT'),
(3582, 'Computer Science', 'Science', 'NAIT'),
(3583, 'Math', 'Science', 'University of Alberta'),
(3584, 'Film', 'Arts', 'Mount Royal University'),
(3585, 'Drama', 'Arts', 'NorQuest College'),
(3586, 'English', 'Arts', 'MacEwan University'),
(3587, 'Computer Science', 'Science', 'Bow Valley University'),
(3588, 'Math', 'Science', 'NAIT'),
(3589, 'Math', 'Science', 'University of Calgary'),
(3590, 'Film', 'Arts', 'MacEwan University'),
(3591, 'Math', 'Science', 'Athabasca University'),
(3592, 'English', 'Arts', 'SAIT'),
(3593, 'Computer Science', 'Science', 'Athabasca University'),
(3594, 'Accounting', 'Business', 'SAIT'),
(3595, 'Chemistry', 'Science', 'MacEwan University'),
(3596, 'Film', 'Arts', 'Bow Valley University'),
(3597, 'History', 'Arts', 'University of Alberta'),
(3598, 'Math', 'Science', 'SAIT'),
(3599, 'Fine Arts', 'Arts', 'MacEwan University'),
(3600, 'Biology', 'Science', 'University of Alberta'),
(3601, 'Computer Science', 'Science', 'SAIT'),
(3602, 'History', 'Arts', 'SAIT'),
(3603, 'Accounting', 'Business', 'Bow Valley University'),
(3604, 'Law', 'Law', 'Mount Royal University'),
(3605, 'Film', 'Arts', 'MacEwan University'),
(3606, 'History', 'Arts', 'University of Alberta'),
(3607, 'Physics', 'Science', 'University of Calgary'),
(3608, 'Law', 'Law', 'Athabasca University'),
(3609, 'Law', 'Law', 'Bow Valley University'),
(3610, 'Accounting', 'Business', 'NAIT'),
(3611, 'Fine Arts', 'Arts', 'SAIT'),
(3612, 'Law', 'Law', 'Mount Royal University'),
(3613, 'Law', 'Law', 'University of Alberta'),
(3614, 'Computer Science', 'Science', 'University of Calgary'),
(3615, 'English', 'Arts', 'NAIT'),
(3616, 'Law', 'Law', 'NorQuest College'),
(3617, 'Finance', 'Business', 'MacEwan University'),
(3618, 'Finance', 'Business', 'Athabasca University'),
(3619, 'Finance', 'Business', 'Bow Valley University'),
(3620, 'Computer Science', 'Science', 'MacEwan University'),
(3621, 'Music', 'Arts', 'MacEwan University'),
(3622, 'Math', 'Science', 'Bow Valley University'),
(3623, 'Chemistry', 'Science', 'Bow Valley University'),
(3624, 'Fine Arts', 'Arts', 'Bow Valley University'),
(3625, 'Music', 'Arts', 'University of Calgary'),
(3626, 'Physics', 'Science', 'University of Calgary'),
(3627, 'Film', 'Arts', 'Athabasca University'),
(3628, 'Finance', 'Business', 'Bow Valley University'),
(3629, 'Chemistry', 'Science', 'University of Calgary'),
(3630, 'Fine Arts', 'Arts', 'Mount Royal University'),
(3631, 'Music', 'Arts', 'MacEwan University'),
(3632, 'English', 'Arts', 'University of Alberta'),
(3633, 'Film', 'Arts', 'Athabasca University'),
(3634, 'Economics', 'Business', 'SAIT'),
(3635, 'Accounting', 'Business', 'NorQuest College'),
(3636, 'Economics', 'Business', 'MacEwan University'),
(3637, 'English', 'Arts', 'Mount Royal University'),
(3638, 'Biology', 'Science', 'SAIT'),
(3639, 'Physics', 'Science', 'Mount Royal University'),
(3640, 'History', 'Arts', 'Athabasca University'),
(3641, 'Music', 'Arts', 'MacEwan University'),
(3642, 'Chemistry', 'Science', 'MacEwan University'),
(3643, 'History', 'Arts', 'NAIT'),
(3644, 'Math', 'Science', 'Bow Valley University'),
(3645, 'Fine Arts', 'Arts', 'MacEwan University'),
(3646, 'Economics', 'Business', 'University of Calgary'),
(3647, 'English', 'Arts', 'University of Alberta'),
(3648, 'History', 'Arts', 'SAIT'),
(3649, 'Psychology', 'Science', 'University of Calgary'),
(3650, 'Psychology', 'Science', 'University of Alberta'),
(3651, 'Chemistry', 'Science', 'Athabasca University'),
(3652, 'Drama', 'Arts', 'NAIT'),
(3653, 'Biology', 'Science', 'Bow Valley University'),
(3654, 'Biology', 'Science', 'SAIT'),
(3655, 'Accounting', 'Business', 'Bow Valley University'),
(3656, 'Economics', 'Business', 'SAIT'),
(3657, 'Music', 'Arts', 'MacEwan University'),
(3658, 'Finance', 'Business', 'SAIT'),
(3659, 'Fine Arts', 'Arts', 'MacEwan University'),
(3660, 'Drama', 'Arts', 'Athabasca University'),
(3661, 'Drama', 'Arts', 'Bow Valley University'),
(3662, 'Biology', 'Science', 'MacEwan University'),
(3663, 'Physics', 'Science', 'University of Alberta'),
(3664, 'English', 'Arts', 'NorQuest College'),
(3665, 'Law', 'Law', 'Mount Royal University'),
(3666, 'Psychology', 'Science', 'NAIT'),
(3667, 'Law', 'Law', 'Athabasca University'),
(3668, 'Chemistry', 'Science', 'University of Alberta'),
(3669, 'Physics', 'Science', 'NAIT'),
(3670, 'Finance', 'Business', 'MacEwan University'),
(3671, 'Music', 'Arts', 'MacEwan University'),
(3672, 'Law', 'Law', 'Bow Valley University'),
(3673, 'Film', 'Arts', 'NAIT'),
(3674, 'Finance', 'Business', 'Bow Valley University'),
(3675, 'English', 'Arts', 'MacEwan University'),
(3676, 'Chemistry', 'Science', 'University of Alberta'),
(3677, 'Physics', 'Science', 'Bow Valley University'),
(3678, 'Economics', 'Business', 'MacEwan University'),
(3679, 'Psychology', 'Science', 'SAIT'),
(3680, 'Law', 'Law', 'MacEwan University'),
(3681, 'Psychology', 'Science', 'University of Alberta'),
(3682, 'Music', 'Arts', 'NAIT'),
(3683, 'English', 'Arts', 'Bow Valley University'),
(3684, 'Finance', 'Business', 'University of Alberta'),
(3685, 'Chemistry', 'Science', 'University of Alberta'),
(3686, 'Fine Arts', 'Arts', 'SAIT'),
(3687, 'English', 'Arts', 'SAIT'),
(3688, 'Biology', 'Science', 'SAIT'),
(3689, 'Economics', 'Business', 'University of Calgary'),
(3690, 'Math', 'Science', 'SAIT'),
(3691, 'Drama', 'Arts', 'University of Calgary'),
(3692, 'Law', 'Law', 'NAIT'),
(3693, 'Law', 'Law', 'Bow Valley University'),
(3694, 'Film', 'Arts', 'University of Calgary'),
(3695, 'Psychology', 'Science', 'SAIT'),
(3696, 'Accounting', 'Business', 'Mount Royal University'),
(3697, 'Biology', 'Science', 'MacEwan University'),
(3698, 'Biology', 'Science', 'NorQuest College'),
(3699, 'Chemistry', 'Science', 'NorQuest College'),
(3700, 'History', 'Arts', 'NorQuest College'),
(3701, 'English', 'Arts', 'Mount Royal University'),
(3702, 'Fine Arts', 'Arts', 'MacEwan University'),
(3703, 'Chemistry', 'Science', 'University of Calgary'),
(3704, 'Accounting', 'Business', 'University of Alberta'),
(3705, 'Economics', 'Business', 'SAIT'),
(3706, 'Economics', 'Business', 'Mount Royal University'),
(3707, 'Psychology', 'Science', 'MacEwan University'),
(3708, 'Psychology', 'Science', 'Athabasca University'),
(3709, 'Chemistry', 'Science', 'Athabasca University'),
(3710, 'Film', 'Arts', 'MacEwan University'),
(3711, 'Film', 'Arts', 'University of Calgary'),
(3712, 'Law', 'Law', 'Bow Valley University'),
(3713, 'Drama', 'Arts', 'NAIT'),
(3714, 'Biology', 'Science', 'SAIT'),
(3715, 'Finance', 'Business', 'Bow Valley University'),
(3716, 'English', 'Arts', 'Mount Royal University'),
(3717, 'Accounting', 'Business', 'NorQuest College'),
(3718, 'Film', 'Arts', 'University of Calgary'),
(3719, 'Film', 'Arts', 'University of Alberta'),
(3720, 'Chemistry', 'Science', 'NorQuest College'),
(3721, 'Finance', 'Business', 'University of Calgary'),
(3722, 'Chemistry', 'Science', 'University of Calgary'),
(3723, 'Music', 'Arts', 'Athabasca University'),
(3724, 'History', 'Arts', 'Bow Valley University'),
(3725, 'Biology', 'Science', 'University of Calgary'),
(3726, 'History', 'Arts', 'Bow Valley University'),
(3727, 'Computer Science', 'Science', 'Athabasca University'),
(3728, 'Finance', 'Business', 'SAIT'),
(3729, 'Math', 'Science', 'Athabasca University'),
(3730, 'Law', 'Law', 'Mount Royal University'),
(3731, 'Accounting', 'Business', 'NorQuest College'),
(3732, 'Finance', 'Business', 'University of Calgary'),
(3733, 'Psychology', 'Science', 'NAIT'),
(3734, 'Finance', 'Business', 'University of Alberta'),
(3735, 'Fine Arts', 'Arts', 'University of Calgary'),
(3736, 'Economics', 'Business', 'MacEwan University'),
(3737, 'Biology', 'Science', 'MacEwan University'),
(3738, 'Biology', 'Science', 'Mount Royal University'),
(3739, 'Math', 'Science', 'Mount Royal University'),
(3740, 'History', 'Arts', 'Mount Royal University'),
(3741, 'Chemistry', 'Science', 'University of Alberta'),
(3742, 'Psychology', 'Science', 'NAIT'),
(3743, 'Physics', 'Science', 'University of Calgary'),
(3744, 'Math', 'Science', 'NAIT'),
(3745, 'Law', 'Law', 'University of Calgary'),
(3746, 'Physics', 'Science', 'University of Calgary'),
(3747, 'Math', 'Science', 'SAIT'),
(3748, 'History', 'Arts', 'University of Alberta'),
(3749, 'Fine Arts', 'Arts', 'University of Alberta'),
(3750, 'Economics', 'Business', 'SAIT'),
(3751, 'Music', 'Arts', 'Athabasca University'),
(3752, 'Economics', 'Business', 'University of Calgary'),
(3753, 'English', 'Arts', 'NAIT'),
(3754, 'Drama', 'Arts', 'NAIT'),
(3755, 'Drama', 'Arts', 'Bow Valley University'),
(3756, 'Chemistry', 'Science', 'SAIT'),
(3757, 'Biology', 'Science', 'NAIT'),
(3758, 'Drama', 'Arts', 'University of Alberta'),
(3759, 'Chemistry', 'Science', 'Mount Royal University'),
(3760, 'History', 'Arts', 'University of Calgary'),
(3761, 'Chemistry', 'Science', 'MacEwan University'),
(3762, 'Biology', 'Science', 'Mount Royal University'),
(3763, 'Accounting', 'Business', 'Athabasca University'),
(3764, 'Economics', 'Business', 'University of Calgary'),
(3765, 'Law', 'Law', 'NAIT'),
(3766, 'Finance', 'Business', 'SAIT'),
(3767, 'Biology', 'Science', 'Mount Royal University'),
(3768, 'History', 'Arts', 'University of Calgary'),
(3769, 'History', 'Arts', 'Mount Royal University'),
(3770, 'Fine Arts', 'Arts', 'NorQuest College'),
(3771, 'Computer Science', 'Science', 'SAIT'),
(3772, 'Economics', 'Business', 'NAIT'),
(3773, 'Chemistry', 'Science', 'SAIT'),
(3774, 'English', 'Arts', 'Athabasca University'),
(3775, 'Biology', 'Science', 'Bow Valley University'),
(3776, 'Biology', 'Science', 'University of Calgary'),
(3777, 'Drama', 'Arts', 'Mount Royal University'),
(3778, 'Film', 'Arts', 'University of Alberta'),
(3779, 'Psychology', 'Science', 'SAIT'),
(3780, 'Finance', 'Business', 'SAIT'),
(3781, 'Economics', 'Business', 'MacEwan University'),
(3782, 'Drama', 'Arts', 'Bow Valley University'),
(3783, 'Film', 'Arts', 'Mount Royal University'),
(3784, 'Psychology', 'Science', 'NAIT'),
(3785, 'Economics', 'Business', 'Bow Valley University'),
(3786, 'Music', 'Arts', 'MacEwan University'),
(3787, 'Finance', 'Business', 'MacEwan University'),
(3788, 'Film', 'Arts', 'University of Alberta'),
(3789, 'Drama', 'Arts', 'NAIT'),
(3790, 'Music', 'Arts', 'SAIT'),
(3791, 'History', 'Arts', 'Athabasca University'),
(3792, 'Film', 'Arts', 'Mount Royal University'),
(3793, 'Physics', 'Science', 'Mount Royal University'),
(3794, 'History', 'Arts', 'SAIT'),
(3795, 'Psychology', 'Science', 'Athabasca University'),
(3796, 'English', 'Arts', 'Mount Royal University'),
(3797, 'Psychology', 'Science', 'NorQuest College'),
(3798, 'Psychology', 'Science', 'University of Calgary'),
(3799, 'Economics', 'Business', 'Mount Royal University'),
(3800, 'History', 'Arts', 'Athabasca University'),
(3801, 'Chemistry', 'Science', 'Athabasca University'),
(3802, 'Economics', 'Business', 'Bow Valley University'),
(3803, 'Law', 'Law', 'SAIT'),
(3804, 'Law', 'Law', 'Bow Valley University'),
(3805, 'Physics', 'Science', 'MacEwan University'),
(3806, 'Drama', 'Arts', 'NAIT'),
(3807, 'Fine Arts', 'Arts', 'NAIT'),
(3808, 'Computer Science', 'Science', 'Mount Royal University'),
(3809, 'English', 'Arts', 'Mount Royal University'),
(3810, 'Accounting', 'Business', 'Athabasca University'),
(3811, 'Accounting', 'Business', 'University of Calgary'),
(3812, 'Economics', 'Business', 'NAIT'),
(3813, 'Fine Arts', 'Arts', 'University of Calgary'),
(3814, 'Math', 'Science', 'Bow Valley University'),
(3815, 'Finance', 'Business', 'Athabasca University'),
(3816, 'Law', 'Law', 'University of Calgary'),
(3817, 'Computer Science', 'Science', 'University of Calgary'),
(3818, 'Music', 'Arts', 'University of Calgary'),
(3819, 'History', 'Arts', 'Bow Valley University'),
(3820, 'Math', 'Science', 'NorQuest College'),
(3821, 'Accounting', 'Business', 'NorQuest College'),
(3822, 'Computer Science', 'Science', 'Bow Valley University'),
(3823, 'Finance', 'Business', 'Mount Royal University'),
(3824, 'Computer Science', 'Science', 'SAIT'),
(3825, 'Biology', 'Science', 'NAIT'),
(3826, 'Film', 'Arts', 'University of Calgary'),
(3827, 'Biology', 'Science', 'Bow Valley University'),
(3828, 'Physics', 'Science', 'Mount Royal University'),
(3829, 'Psychology', 'Science', 'Bow Valley University'),
(3830, 'English', 'Arts', 'MacEwan University'),
(3831, 'Computer Science', 'Science', 'Bow Valley University'),
(3832, 'Fine Arts', 'Arts', 'SAIT'),
(3833, 'Accounting', 'Business', 'University of Alberta'),
(3834, 'Fine Arts', 'Arts', 'University of Calgary'),
(3835, 'Film', 'Arts', 'MacEwan University'),
(3836, 'Fine Arts', 'Arts', 'MacEwan University'),
(3837, 'Physics', 'Science', 'Athabasca University'),
(3838, 'Chemistry', 'Science', 'NorQuest College'),
(3839, 'Film', 'Arts', 'University of Calgary'),
(3840, 'Law', 'Law', 'NorQuest College'),
(3841, 'Economics', 'Business', 'University of Calgary'),
(3842, 'Fine Arts', 'Arts', 'MacEwan University'),
(3843, 'Economics', 'Business', 'SAIT'),
(3844, 'Computer Science', 'Science', 'MacEwan University'),
(3845, 'Fine Arts', 'Arts', 'University of Calgary'),
(3846, 'Film', 'Arts', 'Mount Royal University'),
(3847, 'Accounting', 'Business', 'MacEwan University'),
(3848, 'History', 'Arts', 'Athabasca University'),
(3849, 'Law', 'Law', 'NorQuest College'),
(3850, 'Fine Arts', 'Arts', 'University of Alberta'),
(3851, 'Film', 'Arts', 'NAIT'),
(3852, 'Drama', 'Arts', 'NorQuest College'),
(3853, 'Accounting', 'Business', 'Mount Royal University'),
(3854, 'Law', 'Law', 'Bow Valley University'),
(3855, 'Biology', 'Science', 'SAIT'),
(3856, 'Music', 'Arts', 'University of Alberta'),
(3857, 'Fine Arts', 'Arts', 'Athabasca University'),
(3858, 'Physics', 'Science', 'MacEwan University'),
(3859, 'History', 'Arts', 'University of Alberta'),
(3860, 'English', 'Arts', 'MacEwan University'),
(3861, 'Accounting', 'Business', 'Bow Valley University'),
(3862, 'Fine Arts', 'Arts', 'SAIT'),
(3863, 'Psychology', 'Science', 'Athabasca University'),
(3864, 'Math', 'Science', 'Bow Valley University'),
(3865, 'Accounting', 'Business', 'University of Alberta'),
(3866, 'Fine Arts', 'Arts', 'University of Calgary'),
(3867, 'Music', 'Arts', 'Athabasca University'),
(3868, 'Finance', 'Business', 'SAIT'),
(3869, 'Biology', 'Science', 'Athabasca University'),
(3870, 'Chemistry', 'Science', 'University of Alberta'),
(3871, 'Psychology', 'Science', 'Mount Royal University'),
(3872, 'Physics', 'Science', 'SAIT'),
(3873, 'Fine Arts', 'Arts', 'NorQuest College'),
(3874, 'Physics', 'Science', 'SAIT'),
(3875, 'Law', 'Law', 'Athabasca University'),
(3876, 'Chemistry', 'Science', 'University of Alberta'),
(3877, 'Chemistry', 'Science', 'MacEwan University'),
(3878, 'Math', 'Science', 'University of Calgary'),
(3879, 'Chemistry', 'Science', 'MacEwan University'),
(3880, 'Finance', 'Business', 'University of Alberta'),
(3881, 'Drama', 'Arts', 'University of Alberta'),
(3882, 'Film', 'Arts', 'Bow Valley University'),
(3883, 'Biology', 'Science', 'NorQuest College'),
(3884, 'Economics', 'Business', 'University of Calgary'),
(3885, 'Biology', 'Science', 'NAIT'),
(3886, 'History', 'Arts', 'NAIT'),
(3887, 'History', 'Arts', 'Mount Royal University'),
(3888, 'Finance', 'Business', 'NAIT'),
(3889, 'Chemistry', 'Science', 'Bow Valley University'),
(3890, 'English', 'Arts', 'Bow Valley University'),
(3891, 'Biology', 'Science', 'Athabasca University'),
(3892, 'Computer Science', 'Science', 'MacEwan University'),
(3893, 'Accounting', 'Business', 'Mount Royal University'),
(3894, 'Math', 'Science', 'University of Alberta'),
(3895, 'Physics', 'Science', 'NorQuest College'),
(3896, 'Chemistry', 'Science', 'SAIT'),
(3897, 'Economics', 'Business', 'Athabasca University'),
(3898, 'Law', 'Law', 'MacEwan University'),
(3899, 'Fine Arts', 'Arts', 'MacEwan University'),
(3900, 'Psychology', 'Science', 'MacEwan University'),
(3901, 'Law', 'Law', 'University of Alberta'),
(3902, 'Film', 'Arts', 'Bow Valley University'),
(3903, 'Biology', 'Science', 'University of Calgary'),
(3904, 'Fine Arts', 'Arts', 'University of Calgary'),
(3905, 'Law', 'Law', 'University of Calgary'),
(3906, 'Law', 'Law', 'University of Alberta'),
(3907, 'Economics', 'Business', 'Athabasca University'),
(3908, 'Economics', 'Business', 'University of Calgary'),
(3909, 'Chemistry', 'Science', 'Athabasca University'),
(3910, 'Psychology', 'Science', 'MacEwan University'),
(3911, 'Computer Science', 'Science', 'NorQuest College'),
(3912, 'Math', 'Science', 'NorQuest College'),
(3913, 'Economics', 'Business', 'NorQuest College'),
(3914, 'Finance', 'Business', 'NorQuest College'),
(3915, 'Fine Arts', 'Arts', 'Athabasca University'),
(3916, 'English', 'Arts', 'SAIT'),
(3917, 'Physics', 'Science', 'University of Calgary'),
(3918, 'Finance', 'Business', 'Athabasca University'),
(3919, 'Accounting', 'Business', 'MacEwan University'),
(3920, 'Film', 'Arts', 'University of Alberta'),
(3921, 'History', 'Arts', 'MacEwan University'),
(3922, 'History', 'Arts', 'University of Alberta'),
(3923, 'Music', 'Arts', 'Bow Valley University'),
(3924, 'Chemistry', 'Science', 'NAIT'),
(3925, 'English', 'Arts', 'NAIT'),
(3926, 'Drama', 'Arts', 'Athabasca University'),
(3927, 'Fine Arts', 'Arts', 'MacEwan University'),
(3928, 'Psychology', 'Science', 'University of Alberta'),
(3929, 'Math', 'Science', 'University of Alberta'),
(3930, 'Biology', 'Science', 'Athabasca University'),
(3931, 'Computer Science', 'Science', 'Mount Royal University'),
(3932, 'Biology', 'Science', 'Mount Royal University'),
(3933, 'Accounting', 'Business', 'Bow Valley University'),
(3934, 'Fine Arts', 'Arts', 'Athabasca University'),
(3935, 'Film', 'Arts', 'Athabasca University'),
(3936, 'Finance', 'Business', 'NorQuest College'),
(3937, 'Chemistry', 'Science', 'NAIT'),
(3938, 'Chemistry', 'Science', 'Athabasca University'),
(3939, 'Finance', 'Business', 'NorQuest College'),
(3940, 'Finance', 'Business', 'Athabasca University'),
(3941, 'Fine Arts', 'Arts', 'University of Alberta'),
(3942, 'Drama', 'Arts', 'NorQuest College'),
(3943, 'Math', 'Science', 'University of Alberta'),
(3944, 'Computer Science', 'Science', 'Bow Valley University'),
(3945, 'Fine Arts', 'Arts', 'NAIT'),
(3946, 'Computer Science', 'Science', 'Bow Valley University'),
(3947, 'Physics', 'Science', 'Athabasca University'),
(3948, 'Accounting', 'Business', 'MacEwan University'),
(3949, 'History', 'Arts', 'Bow Valley University'),
(3950, 'Computer Science', 'Science', 'University of Calgary'),
(3951, 'Math', 'Science', 'Mount Royal University'),
(3952, 'Economics', 'Business', 'Athabasca University'),
(3953, 'Computer Science', 'Science', 'Athabasca University'),
(3954, 'English', 'Arts', 'University of Calgary'),
(3955, 'Computer Science', 'Science', 'MacEwan University'),
(3956, 'Computer Science', 'Science', 'MacEwan University'),
(3957, 'Math', 'Science', 'Bow Valley University'),
(3958, 'Accounting', 'Business', 'NorQuest College'),
(3959, 'Psychology', 'Science', 'University of Calgary'),
(3960, 'Accounting', 'Business', 'SAIT'),
(3961, 'Law', 'Law', 'SAIT'),
(3962, 'Psychology', 'Science', 'Athabasca University'),
(3963, 'Film', 'Arts', 'Mount Royal University'),
(3964, 'English', 'Arts', 'NorQuest College'),
(3965, 'Drama', 'Arts', 'NAIT'),
(3966, 'Chemistry', 'Science', 'Mount Royal University'),
(3967, 'Finance', 'Business', 'NorQuest College'),
(3968, 'Psychology', 'Science', 'University of Alberta'),
(3969, 'Economics', 'Business', 'University of Calgary'),
(3970, 'Math', 'Science', 'University of Alberta'),
(3971, 'Economics', 'Business', 'Athabasca University'),
(3972, 'Film', 'Arts', 'Bow Valley University'),
(3973, 'Law', 'Law', 'NAIT'),
(3974, 'Economics', 'Business', 'Mount Royal University'),
(3975, 'Chemistry', 'Science', 'NAIT'),
(3976, 'History', 'Arts', 'NorQuest College'),
(3977, 'Chemistry', 'Science', 'University of Alberta'),
(3978, 'Film', 'Arts', 'Bow Valley University'),
(3979, 'Film', 'Arts', 'SAIT'),
(3980, 'Psychology', 'Science', 'University of Alberta'),
(3981, 'Computer Science', 'Science', 'Bow Valley University'),
(3982, 'Music', 'Arts', 'NAIT'),
(3983, 'Fine Arts', 'Arts', 'University of Alberta'),
(3984, 'Math', 'Science', 'Bow Valley University'),
(3985, 'Chemistry', 'Science', 'SAIT'),
(3986, 'Psychology', 'Science', 'University of Alberta'),
(3987, 'Film', 'Arts', 'MacEwan University'),
(3988, 'Psychology', 'Science', 'Bow Valley University'),
(3989, 'Chemistry', 'Science', 'University of Calgary'),
(3990, 'Math', 'Science', 'Athabasca University'),
(3991, 'English', 'Arts', 'Athabasca University'),
(3992, 'Computer Science', 'Science', 'SAIT'),
(3993, 'Physics', 'Science', 'Bow Valley University'),
(3994, 'Biology', 'Science', 'Bow Valley University'),
(3995, 'Fine Arts', 'Arts', 'Athabasca University'),
(3996, 'Biology', 'Science', 'University of Calgary'),
(3997, 'Psychology', 'Science', 'Athabasca University'),
(3998, 'Fine Arts', 'Arts', 'Bow Valley University'),
(3999, 'Economics', 'Business', 'University of Alberta');

INSERT INTO Course (CourseId, Department, Faculty, University) VALUES
(4000, 'Psychology', 'Science', 'University of Calgary'),
(4001, 'Biology', 'Science', 'Athabasca University'),
(4002, 'English', 'Arts', 'University of Calgary'),
(4003, 'Psychology', 'Science', 'Mount Royal University'),
(4004, 'Physics', 'Science', 'MacEwan University'),
(4005, 'Biology', 'Science', 'NAIT'),
(4006, 'Psychology', 'Science', 'University of Alberta'),
(4007, 'History', 'Arts', 'NorQuest College'),
(4008, 'Computer Science', 'Science', 'Bow Valley University'),
(4009, 'Fine Arts', 'Arts', 'Mount Royal University'),
(4010, 'Film', 'Arts', 'University of Calgary'),
(4011, 'Drama', 'Arts', 'Athabasca University'),
(4012, 'Economics', 'Business', 'Bow Valley University'),
(4013, 'Music', 'Arts', 'SAIT'),
(4014, 'Economics', 'Business', 'University of Calgary'),
(4015, 'Biology', 'Science', 'Mount Royal University'),
(4016, 'Finance', 'Business', 'University of Alberta'),
(4017, 'Economics', 'Business', 'NorQuest College'),
(4018, 'Law', 'Law', 'Mount Royal University'),
(4019, 'Accounting', 'Business', 'MacEwan University'),
(4020, 'Film', 'Arts', 'University of Calgary'),
(4021, 'Psychology', 'Science', 'MacEwan University'),
(4022, 'Finance', 'Business', 'University of Calgary'),
(4023, 'Fine Arts', 'Arts', 'MacEwan University'),
(4024, 'Drama', 'Arts', 'MacEwan University'),
(4025, 'Math', 'Science', 'Bow Valley University'),
(4026, 'Drama', 'Arts', 'Bow Valley University'),
(4027, 'Drama', 'Arts', 'Bow Valley University'),
(4028, 'Biology', 'Science', 'University of Calgary'),
(4029, 'Accounting', 'Business', 'NorQuest College'),
(4030, 'Fine Arts', 'Arts', 'University of Alberta'),
(4031, 'History', 'Arts', 'Bow Valley University'),
(4032, 'Computer Science', 'Science', 'Athabasca University'),
(4033, 'Finance', 'Business', 'Bow Valley University'),
(4034, 'Biology', 'Science', 'NorQuest College'),
(4035, 'Computer Science', 'Science', 'Athabasca University'),
(4036, 'Finance', 'Business', 'SAIT'),
(4037, 'Music', 'Arts', 'NAIT'),
(4038, 'Law', 'Law', 'SAIT'),
(4039, 'Chemistry', 'Science', 'Mount Royal University'),
(4040, 'Physics', 'Science', 'Athabasca University'),
