INSERT INTO Student (StudentId, Major, Gender) VALUES
(108728, 'Law', 'Female'),
(108729, 'Fine Arts', 'Female'),
(108730, 'English', 'Female'),
(108731, 'Physics', 'Female'),
(108732, 'History', 'Male'),
(108733, 'Computer Science', 'Female'),
(108734, 'Finance', 'Female'),
(108735, 'Law', 'Male'),
(108736, 'Law', 'Female'),
(108737, 'Film', 'Female'),
(108738, 'Drama', 'Male'),
(108739, 'Biology', 'Female'),
(108740, 'Law', 'Female'),
(108741, 'Music', 'Female'),
(108742, 'Biology', 'Male'),
(108743, 'Economics', 'Male'),
(108744, 'Economics', 'Male'),
(108745, 'Math', 'Male'),
(108746, 'Math', 'Female'),
(108747, 'Drama', 'Male'),
(108748, 'Physics', 'Female'),
(108749, 'Fine Arts', 'Male'),
(108750, 'History', 'Female'),
(108751, 'Psychology', 'Male'),
(108752, 'Film', 'Male'),
(108753, 'Fine Arts', 'Male'),
(108754, 'Math', 'Female'),
(108755, 'Economics', 'Female'),
(108756, 'Math', 'Female'),
(108757, 'Biology', 'Male'),
(108758, 'Fine Arts', 'Female'),
(108759, 'Psychology', 'Male'),
(108760, 'Music', 'Male'),
(108761, 'Finance', 'Male'),
(108762, 'Psychology', 'Female'),
(108763, 'Computer Science', 'Female'),
(108764, 'Accounting', 'Male'),
(108765, 'Law', 'Male'),
(108766, 'Fine Arts', 'Female'),
(108767, 'English', 'Female'),
(108768, 'Computer Science', 'Female'),
(108769, 'Physics', 'Female'),
(108770, 'Chemistry', 'Male'),
(108771, 'Accounting', 'Female'),
(108772, 'Film', 'Male'),
(108773, 'Biology', 'Female'),
(108774, 'Fine Arts', 'Female'),
(108775, 'Law', 'Male'),
(108776, 'Accounting', 'Male'),
(108777, 'Physics', 'Male'),
(108778, 'Finance', 'Female'),
(108779, 'Physics', 'Female'),
(108780, 'Accounting', 'Female'),
(108781, 'Finance', 'Female'),
(108782, 'Fine Arts', 'Male'),
(108783, 'Fine Arts', 'Female'),
(108784, 'Computer Science', 'Male'),
(108785, 'Music', 'Male'),
(108786, 'Physics', 'Male'),
(108787, 'Fine Arts', 'Female'),
(108788, 'Music', 'Male'),
(108789, 'Economics', 'Female'),
(108790, 'Drama', 'Male'),
(108791, 'Physics', 'Male'),
(108792, 'History', 'Female'),
(108793, 'Music', 'Male'),
(108794, 'Drama', 'Male'),
(108795, 'Physics', 'Male'),
(108796, 'Economics', 'Female'),
(108797, 'Computer Science', 'Male'),
(108798, 'Chemistry', 'Male'),
(108799, 'Computer Science', 'Male'),
(108800, 'Math', 'Female'),
(108801, 'Biology', 'Female'),
(108802, 'Drama', 'Male'),
(108803, 'Economics', 'Female'),
(108804, 'History', 'Male'),
(108805, 'Finance', 'Female'),
(108806, 'Math', 'Female'),
(108807, 'Accounting', 'Female'),
(108808, 'Fine Arts', 'Male'),
(108809, 'English', 'Male'),
(108810, 'Drama', 'Female'),
(108811, 'Economics', 'Female'),
(108812, 'Fine Arts', 'Female'),
(108813, 'English', 'Female'),
(108814, 'Film', 'Male'),
(108815, 'Computer Science', 'Male'),
(108816, 'Fine Arts', 'Male'),
(108817, 'Drama', 'Male'),
(108818, 'Film', 'Female'),
(108819, 'Physics', 'Male'),
(108820, 'Math', 'Female'),
(108821, 'Music', 'Female'),
(108822, 'Economics', 'Female'),
(108823, 'Chemistry', 'Male'),
(108824, 'Film', 'Male'),
(108825, 'Biology', 'Male'),
(108826, 'Psychology', 'Female'),
(108827, 'Chemistry', 'Female'),
(108828, 'History', 'Female'),
(108829, 'Finance', 'Male'),
(108830, 'Fine Arts', 'Female'),
(108831, 'Finance', 'Male'),
(108832, 'Biology', 'Male'),
(108833, 'English', 'Female'),
(108834, 'Law', 'Female'),
(108835, 'Law', 'Male'),
(108836, 'Economics', 'Female'),
(108837, 'Film', 'Female'),
(108838, 'History', 'Male'),
(108839, 'Physics', 'Male'),
(108840, 'Economics', 'Male'),
(108841, 'Math', 'Female'),
(108842, 'Finance', 'Male'),
(108843, 'Computer Science', 'Female'),
(108844, 'Music', 'Male'),
(108845, 'Physics', 'Male'),
(108846, 'Economics', 'Male'),
(108847, 'Computer Science', 'Female'),
(108848, 'Chemistry', 'Female'),
(108849, 'Finance', 'Female'),
(108850, 'Chemistry', 'Female'),
(108851, 'History', 'Male'),
(108852, 'Fine Arts', 'Male'),
(108853, 'Biology', 'Male'),
(108854, 'Finance', 'Female'),
(108855, 'English', 'Male'),
(108856, 'Accounting', 'Male'),
(108857, 'Economics', 'Female'),
(108858, 'Physics', 'Male'),
(108859, 'Accounting', 'Female'),
(108860, 'Biology', 'Male'),
(108861, 'Physics', 'Female'),
(108862, 'Math', 'Male'),
(108863, 'Psychology', 'Female'),
(108864, 'Law', 'Male'),
(108865, 'Fine Arts', 'Female'),
(108866, 'Drama', 'Female'),
(108867, 'Law', 'Male'),
(108868, 'History', 'Male'),
(108869, 'Math', 'Female'),
(108870, 'Film', 'Male'),
(108871, 'Chemistry', 'Female'),
(108872, 'Drama', 'Female'),
(108873, 'Fine Arts', 'Male'),
(108874, 'Film', 'Non-binary'),
(108875, 'Accounting', 'Female'),
(108876, 'Psychology', 'Male'),
(108877, 'Psychology', 'Female'),
(108878, 'Computer Science', 'Female'),
(108879, 'Chemistry', 'Male'),
(108880, 'Biology', 'Female'),
(108881, 'Drama', 'Male'),
(108882, 'Chemistry', 'Female'),
(108883, 'Finance', 'Male'),
(108884, 'Computer Science', 'Male'),
(108885, 'English', 'Female'),
(108886, 'Economics', 'Female'),
(108887, 'Law', 'Male'),
(108888, 'Music', 'Male'),
(108889, 'History', 'Female'),
(108890, 'Economics', 'Male'),
(108891, 'Economics', 'Male'),
(108892, 'Chemistry', 'Female'),
(108893, 'Music', 'Male'),
(108894, 'Film', 'Female'),
(108895, 'Economics', 'Male'),
(108896, 'Law', 'Female'),
(108897, 'Law', 'Male'),
(108898, 'Biology', 'Male'),
(108899, 'Computer Science', 'Female'),
(108900, 'Economics', 'Female'),
(108901, 'English', 'Female'),
(108902, 'Chemistry', 'Female'),
(108903, 'Law', 'Male'),
(108904, 'Chemistry', 'Female'),
(108905, 'Film', 'Male'),
(108906, 'Finance', 'Female'),
(108907, 'Finance', 'Female'),
(108908, 'English', 'Male'),
(108909, 'Chemistry', 'Female'),
(108910, 'History', 'Male'),
(108911, 'Economics', 'Male'),
(108912, 'Film', 'Male'),
(108913, 'Computer Science', 'Male'),
(108914, 'History', 'Male'),
(108915, 'Accounting', 'Female'),
(108916, 'Economics', 'Male'),
(108917, 'Law', 'Female'),
(108918, 'Film', 'Female'),
(108919, 'Finance', 'Female'),
(108920, 'Music', 'Female'),
(108921, 'Finance', 'Male'),
(108922, 'Economics', 'Male'),
(108923, 'Economics', 'Male'),
(108924, 'Music', 'Male'),
(108925, 'History', 'Female'),
(108926, 'Music', 'Female'),
(108927, 'English', 'Male'),
(108928, 'English', 'Male'),
(108929, 'Accounting', 'Male'),
(108930, 'English', 'Female'),
(108931, 'Fine Arts', 'Male'),
(108932, 'Economics', 'Male'),
(108933, 'Economics', 'Female'),
(108934, 'Finance', 'Male'),
(108935, 'Fine Arts', 'Female'),
(108936, 'Computer Science', 'Female'),
(108937, 'Drama', 'Male'),
(108938, 'Music', 'Male'),
(108939, 'Economics', 'Female'),
(108940, 'Psychology', 'Female'),
(108941, 'History', 'Female'),
(108942, 'Accounting', 'Male'),
(108943, 'Psychology', 'Male'),
(108944, 'Film', 'Female'),
(108945, 'Law', 'Female'),
(108946, 'Computer Science', 'Male'),
(108947, 'Economics', 'Female'),
(108948, 'Physics', 'Female'),
(108949, 'English', 'Female'),
(108950, 'Film', 'Male'),
(108951, 'Film', 'Male'),
(108952, 'Accounting', 'Female'),
(108953, 'Finance', 'Female'),
(108954, 'Economics', 'Male'),
(108955, 'Law', 'Female'),
(108956, 'Physics', 'Male'),
(108957, 'Accounting', 'Female'),
(108958, 'Chemistry', 'Female'),
(108959, 'Drama', 'Female'),
(108960, 'Biology', 'Female'),
(108961, 'Biology', 'Female'),
(108962, 'Physics', 'Female'),
(108963, 'Biology', 'Female'),
(108964, 'English', 'Male'),
(108965, 'Math', 'Male'),
(108966, 'Music', 'Female'),
(108967, 'Drama', 'Female'),
(108968, 'Math', 'Female'),
(108969, 'Math', 'Female'),
(108970, 'English', 'Female'),
(108971, 'Law', 'Male'),
(108972, 'Accounting', 'Male'),
(108973, 'Film', 'Male'),
(108974, 'Computer Science', 'Female'),
(108975, 'Psychology', 'Male'),
(108976, 'Math', 'Male'),
(108977, 'Math', 'Male'),
(108978, 'Fine Arts', 'Male'),
(108979, 'Math', 'Female'),
(108980, 'Chemistry', 'Female'),
(108981, 'Biology', 'Female'),
(108982, 'English', 'Male'),
(108983, 'Physics', 'Female'),
(108984, 'Music', 'Male'),
(108985, 'Music', 'Female'),
(108986, 'Law', 'Female'),
(108987, 'Math', 'Male'),
(108988, 'Computer Science', 'Male'),
(108989, 'Finance', 'Male'),
(108990, 'Psychology', 'Female'),
(108991, 'Physics', 'Female'),
(108992, 'Accounting', 'Female'),
(108993, 'Music', 'Male'),
(108994, 'Chemistry', 'Female'),
(108995, 'Finance', 'Male'),
(108996, 'Law', 'Male'),
(108997, 'Math', 'Female'),
(108998, 'Drama', 'Male'),
(108999, 'Biology', 'Female');

INSERT INTO Student (StudentId, Major, Gender) VALUES
(109000, 'Physics', 'Male'),
(109001, 'Computer Science', 'Male'),
(109002, 'English', 'Female'),
(109003, 'Finance', 'Female'),
(109004, 'Math', 'Female'),
(109005, 'Law', 'Male'),
(109006, 'Physics', 'Female'),
(109007, 'Law', 'Female'),
(109008, 'Psychology', 'Male'),
(109009, 'Finance', 'Female'),
(109010, 'Finance', 'Female'),
(109011, 'Biology', 'Female'),
(109012, 'English', 'Male'),
(109013, 'Computer Science', 'Male'),
(109014, 'Economics', 'Male'),
(109015, 'Fine Arts', 'Male'),
(109016, 'Film', 'Female'),
(109017, 'Accounting', 'Female'),
(109018, 'Math', 'Male'),
(109019, 'Finance', 'Male'),
(109020, 'Law', 'Female'),
(109021, 'Fine Arts', 'Male'),
(109022, 'Economics', 'Female'),
(109023, 'Drama', 'Female'),
(109024, 'Psychology', 'Male'),
(109025, 'Law', 'Female'),
(109026, 'Psychology', 'Female'),
(109027, 'Chemistry', 'Male'),
(109028, 'Law', 'Male'),
(109029, 'Finance', 'Male'),
(109030, 'Drama', 'Male'),
(109031, 'Chemistry', 'Male'),
(109032, 'Drama', 'Male'),
(109033, 'Film', 'Female'),
(109034, 'Chemistry', 'Male'),
(109035, 'Accounting', 'Female'),
(109036, 'Physics', 'Female'),
(109037, 'History', 'Female'),
(109038, 'Psychology', 'Male'),
(109039, 'Accounting', 'Male'),
(109040, 'Film', 'Male'),
(109041, 'Fine Arts', 'Female'),
(109042, 'Physics', 'Female'),
(109043, 'Economics', 'Male'),
(109044, 'Fine Arts', 'Female'),
(109045, 'Psychology', 'Male'),
(109046, 'Drama', 'Female'),
(109047, 'English', 'Female'),
(109048, 'Computer Science', 'Female'),
(109049, 'Psychology', 'Male'),
(109050, 'Psychology', 'Female'),
(109051, 'Physics', 'Male'),
(109052, 'Drama', 'Male'),
(109053, 'Film', 'Male'),
(109054, 'Chemistry', 'Male'),
(109055, 'English', 'Male'),
(109056, 'English', 'Female'),
(109057, 'History', 'Female'),
(109058, 'Math', 'Female'),
(109059, 'Chemistry', 'Male'),
(109060, 'Finance', 'Female'),
(109061, 'Finance', 'Non-binary'),
(109062, 'English', 'Female'),
(109063, 'English', 'Female'),
(109064, 'Finance', 'Male'),
(109065, 'Drama', 'Male'),
(109066, 'Math', 'Male'),
(109067, 'English', 'Male'),
(109068, 'Law', 'Female'),
(109069, 'Psychology', 'Female'),
(109070, 'Film', 'Male'),
(109071, 'Economics', 'Female'),
(109072, 'Chemistry', 'Female'),
(109073, 'Physics', 'Female'),
(109074, 'Film', 'Female'),
(109075, 'English', 'Male'),
(109076, 'Music', 'Female'),
(109077, 'Math', 'Male'),
(109078, 'Law', 'Male'),
(109079, 'History', 'Male'),
(109080, 'Physics', 'Female'),
(109081, 'Psychology', 'Male'),
(109082, 'Music', 'Male'),
(109083, 'Physics', 'Male'),
(109084, 'Finance', 'Male'),
(109085, 'Physics', 'Female'),
(109086, 'Biology', 'Female'),
(109087, 'Law', 'Male'),
(109088, 'Finance', 'Female'),
(109089, 'Economics', 'Male'),
(109090, 'Accounting', 'Male'),
(109091, 'Finance', 'Female'),
(109092, 'Drama', 'Female'),
(109093, 'Film', 'Female'),
(109094, 'Computer Science', 'Male'),
(109095, 'Fine Arts', 'Female'),
(109096, 'Economics', 'Male'),
(109097, 'Accounting', 'Male'),
(109098, 'Music', 'Male'),
(109099, 'Economics', 'Male'),
(109100, 'Physics', 'Male'),
(109101, 'Physics', 'Female'),
(109102, 'Fine Arts', 'Male'),
(109103, 'Finance', 'Male'),
(109104, 'English', 'Female'),
(109105, 'Music', 'Female'),
(109106, 'History', 'Male'),
(109107, 'Finance', 'Female'),
(109108, 'Fine Arts', 'Male'),
(109109, 'Physics', 'Male'),
(109110, 'Psychology', 'Non-binary'),
(109111, 'Economics', 'Female'),
(109112, 'History', 'Male'),
(109113, 'Music', 'Male'),
(109114, 'Fine Arts', 'Male'),
(109115, 'History', 'Female'),
(109116, 'History', 'Male'),
(109117, 'Drama', 'Male'),
(109118, 'History', 'Male'),
(109119, 'Chemistry', 'Male'),
(109120, 'Psychology', 'Female'),
(109121, 'Law', 'Male'),
(109122, 'Math', 'Female'),
(109123, 'Math', 'Female'),
(109124, 'Accounting', 'Male'),
(109125, 'Film', 'Female'),
(109126, 'Chemistry', 'Female'),
(109127, 'Music', 'Male'),
(109128, 'Drama', 'Male'),
(109129, 'Finance', 'Female'),
(109130, 'Economics', 'Male'),
(109131, 'Psychology', 'Male'),
(109132, 'Music', 'Male'),
(109133, 'Music', 'Male'),
(109134, 'Math', 'Male'),
(109135, 'Physics', 'Female'),
(109136, 'Drama', 'Female'),
(109137, 'Physics', 'Female'),
(109138, 'Accounting', 'Male'),
(109139, 'Fine Arts', 'Male'),
(109140, 'Chemistry', 'Male'),
(109141, 'Computer Science', 'Male'),
(109142, 'Music', 'Male'),
(109143, 'Film', 'Female'),
(109144, 'Drama', 'Male'),
(109145, 'Chemistry', 'Female'),
(109146, 'History', 'Female'),
(109147, 'Physics', 'Female'),
(109148, 'Finance', 'Female'),
(109149, 'Economics', 'Female'),
(109150, 'Fine Arts', 'Female'),
(109151, 'Chemistry', 'Female'),
(109152, 'Film', 'Female'),
(109153, 'Chemistry', 'Male'),
(109154, 'Biology', 'Female'),
(109155, 'Physics', 'Male'),
(109156, 'Chemistry', 'Female'),
(109157, 'Biology', 'Female'),
(109158, 'Finance', 'Male'),
(109159, 'Finance', 'Female'),
(109160, 'Economics', 'Male'),
(109161, 'Psychology', 'Male'),
(109162, 'Biology', 'Female'),
(109163, 'Accounting', 'Female'),
(109164, 'History', 'Male'),
(109165, 'Biology', 'Female'),
(109166, 'Economics', 'Non-binary'),
(109167, 'English', 'Female'),
(109168, 'Math', 'Male'),
(109169, 'Economics', 'Female'),
(109170, 'Fine Arts', 'Female'),
(109171, 'Law', 'Male'),
(109172, 'Music', 'Female'),
(109173, 'Fine Arts', 'Male'),
(109174, 'Accounting', 'Male'),
(109175, 'Drama', 'Male'),
(109176, 'History', 'Male'),
(109177, 'Computer Science', 'Male'),
(109178, 'English', 'Male'),
(109179, 'Film', 'Male'),
(109180, 'History', 'Male'),
(109181, 'Economics', 'Male'),
(109182, 'History', 'Female'),
(109183, 'Economics', 'Female'),
(109184, 'Economics', 'Male'),
(109185, 'Biology', 'Female'),
(109186, 'Computer Science', 'Male'),
(109187, 'Chemistry', 'Female'),
(109188, 'Law', 'Female'),
(109189, 'Drama', 'Female'),
(109190, 'English', 'Female'),
(109191, 'Accounting', 'Non-binary'),
(109192, 'Accounting', 'Male'),
(109193, 'Law', 'Female'),
(109194, 'Psychology', 'Male'),
(109195, 'Economics', 'Female'),
(109196, 'Physics', 'Female'),
(109197, 'Economics', 'Female'),
(109198, 'Fine Arts', 'Male'),
(109199, 'Chemistry', 'Male'),
(109200, 'Chemistry', 'Female'),
(109201, 'Biology', 'Female'),
(109202, 'English', 'Female'),
(109203, 'Accounting', 'Male'),
(109204, 'Computer Science', 'Male'),
(109205, 'Drama', 'Female'),
(109206, 'Biology', 'Male'),
(109207, 'Finance', 'Male'),
(109208, 'Math', 'Female'),
(109209, 'History', 'Male'),
(109210, 'Drama', 'Male'),
(109211, 'Music', 'Male'),
(109212, 'Film', 'Female'),
(109213, 'Drama', 'Female'),
(109214, 'Chemistry', 'Female'),
(109215, 'Finance', 'Male'),
(109216, 'Drama', 'Female'),
(109217, 'Accounting', 'Female'),
(109218, 'Fine Arts', 'Male'),
(109219, 'Law', 'Female'),
(109220, 'English', 'Female'),
(109221, 'Drama', 'Female'),
(109222, 'History', 'Female'),
(109223, 'Physics', 'Female'),
(109224, 'Psychology', 'Female'),
(109225, 'Drama', 'Male'),
(109226, 'Biology', 'Female'),
(109227, 'Film', 'Female'),
(109228, 'Physics', 'Male'),
(109229, 'History', 'Male'),
(109230, 'Law', 'Male'),
(109231, 'Chemistry', 'Female'),
(109232, 'English', 'Female'),
(109233, 'Finance', 'Female'),
(109234, 'Psychology', 'Female'),
(109235, 'Physics', 'Male'),
(109236, 'Film', 'Female'),
(109237, 'Physics', 'Female'),
(109238, 'Physics', 'Female'),
(109239, 'Biology', 'Male'),
(109240, 'Physics', 'Female'),
(109241, 'Law', 'Male'),
(109242, 'Chemistry', 'Male'),
(109243, 'Physics', 'Male'),
(109244, 'Fine Arts', 'Male'),
(109245, 'Math', 'Female'),
(109246, 'Fine Arts', 'Female'),
(109247, 'Fine Arts', 'Female'),
(109248, 'Psychology', 'Male'),
(109249, 'Film', 'Female'),
(109250, 'Psychology', 'Female'),
(109251, 'English', 'Male'),
(109252, 'Physics', 'Female'),
(109253, 'Law', 'Male'),
(109254, 'Biology', 'Male'),
(109255, 'Film', 'Male'),
(109256, 'Finance', 'Female'),
(109257, 'Finance', 'Female'),
(109258, 'Law', 'Female'),
(109259, 'Chemistry', 'Male'),
(109260, 'Music', 'Male'),
(109261, 'Biology', 'Male'),
(109262, 'Drama', 'Male'),
(109263, 'Law', 'Female'),
(109264, 'English', 'Female'),
(109265, 'Drama', 'Male'),
(109266, 'Fine Arts', 'Male'),
(109267, 'Accounting', 'Male'),
(109268, 'Accounting', 'Female'),
(109269, 'Fine Arts', 'Female'),
(109270, 'Economics', 'Female'),
(109271, 'Computer Science', 'Female'),
(109272, 'Accounting', 'Female'),
(109273, 'Drama', 'Female'),
(109274, 'Psychology', 'Non-binary'),
(109275, 'Law', 'Male'),
(109276, 'Chemistry', 'Male'),
(109277, 'Drama', 'Male'),
(109278, 'Music', 'Female'),
(109279, 'Chemistry', 'Male'),
(109280, 'Law', 'Male'),
(109281, 'Film', 'Female'),
(109282, 'Accounting', 'Male'),
(109283, 'Psychology', 'Female'),
(109284, 'Economics', 'Male'),
(109285, 'Drama', 'Female'),
(109286, 'Accounting', 'Female'),
(109287, 'Law', 'Female'),
(109288, 'Finance', 'Male'),
(109289, 'Drama', 'Female'),
(109290, 'Finance', 'Female'),
(109291, 'Psychology', 'Male'),
(109292, 'Chemistry', 'Female'),
(109293, 'Accounting', 'Female'),
(109294, 'Biology', 'Male'),
(109295, 'Biology', 'Male'),
(109296, 'Computer Science', 'Female'),
(109297, 'Law', 'Female'),
(109298, 'Fine Arts', 'Female'),
(109299, 'Physics', 'Male'),
(109300, 'Economics', 'Male'),
(109301, 'History', 'Female'),
(109302, 'Physics', 'Male'),
(109303, 'English', 'Female'),
(109304, 'Math', 'Male'),
(109305, 'Accounting', 'Male'),
(109306, 'Drama', 'Female'),
(109307, 'Computer Science', 'Male'),
(109308, 'Psychology', 'Male'),
(109309, 'Law', 'Female'),
(109310, 'Fine Arts', 'Male'),
(109311, 'Film', 'Male'),
(109312, 'Film', 'Female'),
(109313, 'Drama', 'Female'),
(109314, 'Fine Arts', 'Female'),
(109315, 'History', 'Male'),
(109316, 'Computer Science', 'Male'),
(109317, 'Computer Science', 'Male'),
(109318, 'Psychology', 'Male'),
(109319, 'Finance', 'Male'),
(109320, 'Psychology', 'Female'),
(109321, 'Law', 'Male'),
(109322, 'History', 'Female'),
(109323, 'Biology', 'Female'),
(109324, 'Chemistry', 'Female'),
(109325, 'Physics', 'Male'),
(109326, 'Accounting', 'Male'),
(109327, 'Physics', 'Male'),
(109328, 'Biology', 'Male'),
(109329, 'History', 'Female'),
(109330, 'Accounting', 'Female'),
(109331, 'Economics', 'Female'),
(109332, 'Biology', 'Male'),
(109333, 'Chemistry', 'Female'),
(109334, 'Film', 'Male'),
(109335, 'Computer Science', 'Male'),
(109336, 'Math', 'Male'),
(109337, 'Psychology', 'Female'),
(109338, 'Biology', 'Female'),
(109339, 'Math', 'Female'),
(109340, 'Chemistry', 'Male'),
(109341, 'History', 'Female'),
(109342, 'Accounting', 'Male'),
(109343, 'Computer Science', 'Male'),
(109344, 'Physics', 'Male'),
(109345, 'Computer Science', 'Male'),
(109346, 'Film', 'Female'),
(109347, 'Accounting', 'Female'),
(109348, 'Fine Arts', 'Female'),
(109349, 'Biology', 'Male'),
(109350, 'Music', 'Male'),
(109351, 'Accounting', 'Male'),
(109352, 'Law', 'Male'),
(109353, 'Computer Science', 'Female'),
(109354, 'Fine Arts', 'Male'),
(109355, 'Psychology', 'Female'),
(109356, 'Film', 'Male'),
(109357, 'Math', 'Male'),
(109358, 'Accounting', 'Male'),
(109359, 'Drama', 'Male'),
(109360, 'Biology', 'Female'),
(109361, 'Music', 'Male'),
(109362, 'Film', 'Male'),
(109363, 'History', 'Female'),
(109364, 'Computer Science', 'Male'),
(109365, 'Math', 'Female'),
(109366, 'Psychology', 'Male'),
(109367, 'Economics', 'Non-binary'),
(109368, 'Law', 'Male'),
(109369, 'Biology', 'Male'),
(109370, 'Film', 'Female'),
(109371, 'Math', 'Male'),
(109372, 'Accounting', 'Male'),
(109373, 'Music', 'Female'),
(109374, 'Chemistry', 'Female'),
(109375, 'English', 'Female'),
(109376, 'Accounting', 'Male'),
(109377, 'Music', 'Male'),
(109378, 'Economics', 'Male'),
(109379, 'Math', 'Female'),
(109380, 'English', 'Male'),
(109381, 'Chemistry', 'Male'),
(109382, 'History', 'Female'),
(109383, 'Music', 'Male'),
(109384, 'Chemistry', 'Female'),
(109385, 'Film', 'Female'),
(109386, 'Accounting', 'Female'),
(109387, 'Chemistry', 'Male'),
(109388, 'Economics', 'Male'),
(109389, 'Chemistry', 'Male'),
(109390, 'Chemistry', 'Male'),
(109391, 'Psychology', 'Female'),
(109392, 'Math', 'Female'),
(109393, 'Economics', 'Male'),
(109394, 'History', 'Male'),
(109395, 'Law', 'Male'),
(109396, 'Psychology', 'Female'),
(109397, 'Economics', 'Male'),
(109398, 'Economics', 'Male'),
(109399, 'History', 'Female'),
(109400, 'Accounting', 'Male'),
(109401, 'Accounting', 'Female'),
(109402, 'Chemistry', 'Female'),
(109403, 'Fine Arts', 'Male'),
(109404, 'Fine Arts', 'Non-binary'),
(109405, 'Chemistry', 'Male'),
(109406, 'Physics', 'Female'),
(109407, 'Law', 'Female'),
(109408, 'Psychology', 'Female'),
(109409, 'Physics', 'Male'),
(109410, 'Computer Science', 'Female'),
(109411, 'Finance', 'Female'),
(109412, 'Law', 'Female'),
(109413, 'Physics', 'Female'),
(109414, 'Economics', 'Female'),
(109415, 'Music', 'Male'),
(109416, 'Drama', 'Male'),
(109417, 'Physics', 'Female'),
(109418, 'History', 'Male'),
(109419, 'Film', 'Male'),
(109420, 'Law', 'Female'),
(109421, 'English', 'Male'),
(109422, 'Finance', 'Male'),
(109423, 'Film', 'Female'),
(109424, 'English', 'Male'),
(109425, 'English', 'Female'),
(109426, 'Film', 'Female'),
(109427, 'Computer Science', 'Male'),
(109428, 'Music', 'Female'),
(109429, 'Finance', 'Female'),
(109430, 'Biology', 'Female'),
(109431, 'History', 'Female'),
(109432, 'English', 'Male'),
(109433, 'English', 'Male'),
(109434, 'Math', 'Male'),
(109435, 'History', 'Female'),
(109436, 'Finance', 'Male'),
(109437, 'Computer Science', 'Male'),
(109438, 'Finance', 'Male'),
(109439, 'Law', 'Female'),
(109440, 'Chemistry', 'Male'),
(109441, 'Math', 'Male'),
(109442, 'Music', 'Male'),
(109443, 'Psychology', 'Female'),
(109444, 'Chemistry', 'Female'),
(109445, 'Drama', 'Male'),
(109446, 'Math', 'Male'),
(109447, 'English', 'Male'),
(109448, 'Law', 'Female'),
(109449, 'Psychology', 'Female'),
(109450, 'History', 'Female'),
(109451, 'Psychology', 'Female'),
(109452, 'Accounting', 'Female'),
(109453, 'Fine Arts', 'Male'),
(109454, 'Accounting', 'Female'),
(109455, 'Biology', 'Male'),
(109456, 'History', 'Male'),
(109457, 'Drama', 'Male'),
(109458, 'Economics', 'Male'),
(109459, 'Film', 'Female'),
(109460, 'History', 'Female'),
(109461, 'Drama', 'Male'),
(109462, 'Music', 'Male'),
(109463, 'Biology', 'Female'),
(109464, 'Accounting', 'Female'),
(109465, 'History', 'Male'),
(109466, 'Psychology', 'Male'),
(109467, 'Accounting', 'Female'),
(109468, 'Economics', 'Male'),
(109469, 'Accounting', 'Female'),
(109470, 'Accounting', 'Female'),
(109471, 'Economics', 'Male'),
(109472, 'Law', 'Female'),
(109473, 'Fine Arts', 'Female'),
(109474, 'Biology', 'Female'),
(109475, 'Fine Arts', 'Male'),
(109476, 'Accounting', 'Male'),
(109477, 'Physics', 'Male'),
(109478, 'Biology', 'Female'),
(109479, 'Fine Arts', 'Male'),
(109480, 'History', 'Male'),
(109481, 'Finance', 'Female'),
(109482, 'Psychology', 'Female'),
(109483, 'Law', 'Female'),
(109484, 'Law', 'Male'),
(109485, 'Music', 'Female'),
(109486, 'Law', 'Male'),
(109487, 'Biology', 'Female'),
(109488, 'Film', 'Female'),
(109489, 'English', 'Female'),
(109490, 'Law', 'Male'),
(109491, 'Film', 'Female'),
(109492, 'Physics', 'Female'),
(109493, 'Physics', 'Female'),
(109494, 'Economics', 'Female'),
(109495, 'Economics', 'Male'),
(109496, 'Economics', 'Female'),
(109497, 'Drama', 'Male'),
(109498, 'Drama', 'Male'),
(109499, 'History', 'Male'),
(109500, 'Economics', 'Male'),
(109501, 'Psychology', 'Female'),
(109502, 'Fine Arts', 'Female'),
(109503, 'History', 'Male'),
(109504, 'Chemistry', 'Female'),
(109505, 'Computer Science', 'Male'),
(109506, 'History', 'Male'),
(109507, 'Accounting', 'Male'),
(109508, 'English', 'Female'),
(109509, 'Music', 'Female'),
(109510, 'Accounting', 'Female'),
(109511, 'Math', 'Male'),
(109512, 'Film', 'Male'),
(109513, 'Drama', 'Female'),
(109514, 'History', 'Female'),
(109515, 'Physics', 'Male'),
(109516, 'English', 'Female'),
(109517, 'Chemistry', 'Female'),
(109518, 'Music', 'Female'),
(109519, 'Biology', 'Male'),
(109520, 'History', 'Male'),
(109521, 'English', 'Male'),
(109522, 'Accounting', 'Male'),
(109523, 'Fine Arts', 'Non-binary'),
(109524, 'Physics', 'Female'),
(109525, 'Psychology', 'Female'),
(109526, 'Chemistry', 'Female'),
(109527, 'Chemistry', 'Male'),
(109528, 'Biology', 'Male'),
(109529, 'Law', 'Female'),
(109530, 'Physics', 'Male'),
(109531, 'Biology', 'Male'),
(109532, 'Economics', 'Female'),
(109533, 'English', 'Male'),
(109534, 'English', 'Male'),
(109535, 'Film', 'Female'),
(109536, 'Math', 'Female'),
(109537, 'Film', 'Female'),
(109538, 'Psychology', 'Male'),
(109539, 'English', 'Female'),
(109540, 'Math', 'Male'),
(109541, 'Drama', 'Female'),
(109542, 'Computer Science', 'Female'),
